Fecha;Mes;Canal;Dispositivo;Edad;Género;Visitas;Visitas recurrentes;Pedidos;Precio medio;Número medio artículos;Suscripciones newletter;Suscripciones web
05/01/2021;Enero;Redes sociales;Móvil;18-24;Total;18;2,7;0,108;56;4;13,8;6,9
06/01/2021;Enero;Redes sociales;Móvil;18-24;Total;18;2,7;0,108;57;2;13,8;6,9
07/01/2021;Enero;Redes sociales;Móvil;18-24;Total;18,9;3,6;0,099;35;2,5;15;7,5
08/01/2021;Enero;Redes sociales;Móvil;18-24;Total;19,8;4,5;0,09;45;3;16,2;8,1
09/01/2021;Enero;Redes sociales;Móvil;18-24;Total;16,2;2,7;0,081;60;1,5;12,6;6,3
10/01/2021;Enero;Redes sociales;Móvil;18-24;Total;17,1;3,6;0,099;70;2,5;13,8;6,9
11/01/2021;Enero;Redes sociales;Móvil;18-24;Total;19,8;4,5;0,081;45;4;16,2;8,1
12/01/2021;Enero;Redes sociales;Móvil;18-24;Total;18;2,7;0,09;46;2;13,8;6,9
13/01/2021;Enero;Redes sociales;Móvil;18-24;Total;18,9;3,6;0,099;35;2,5;15;7,5
14/01/2021;Enero;Redes sociales;Móvil;18-24;Total;21,6;4,5;0,108;65;3;17,4;8,7
15/01/2021;Enero;Redes sociales;Móvil;18-24;Total;22,5;3,6;0,099;50;1,5;17,4;8,7
16/01/2021;Enero;Redes sociales;Móvil;18-24;Total;21,6;1,8;0,09;45;2,5;15,6;7,8
17/01/2021;Enero;Redes sociales;Móvil;18-24;Total;19,8;4,5;0,099;65;4;16,2;8,1
18/01/2021;Enero;Redes sociales;Móvil;18-24;Total;23,4;5,4;0,108;70;2;19,2;9,6
19/01/2021;Enero;Redes sociales;Móvil;18-24;Total;24,3;3,6;0,117;35;2,5;18,6;9,3
20/01/2021;Enero;Redes sociales;Móvil;18-24;Total;22,5;2,7;0,099;45;3;16,8;8,4
21/01/2021;Enero;Redes sociales;Móvil;18-24;Total;23,4;4,5;0,117;55;1,5;18,6;9,3
22/01/2021;Enero;Redes sociales;Móvil;18-24;Total;24,3;5,4;0,126;67;2,5;19,8;9,9
23/01/2021;Enero;Redes sociales;Móvil;18-24;Total;21,6;3,6;0,108;77;4;16,8;8,4
24/01/2021;Enero;Redes sociales;Móvil;18-24;Total;20,7;2,7;0,09;40;2;15,6;7,8
25/01/2021;Enero;Redes sociales;Móvil;18-24;Total;25,2;3,6;0,099;35;2,5;19,2;9,6
26/01/2021;Enero;Redes sociales;Móvil;18-24;Total;26,1;5,4;0,081;36;3;21;10,5
27/01/2021;Enero;Redes sociales;Móvil;18-24;Total;27;4,5;0,126;42;1,5;21;10,5
28/01/2021;Enero;Redes sociales;Móvil;18-24;Total;27,9;5,4;0,135;56;2,5;22,2;11,1
29/01/2021;Enero;Redes sociales;Móvil;18-24;Total;26,1;3,6;0,126;57;4;19,8;9,9
30/01/2021;Enero;Redes sociales;Móvil;18-24;Total;25,2;1,8;0,108;35;2;18;9
31/01/2021;Enero;Redes sociales;Móvil;18-24;Total;26,55;3,6;0,117;45;2,5;20,1;10,05
01/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;28,8;5,4;0,135;60;3;22,8;11,4
02/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;29,7;3,6;0,117;70;1,5;22,2;11,1
03/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;27,9;3,6;0,108;45;2,5;21;10,5
04/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;28,8;4,5;0,126;46;4;22,2;11,1
05/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;27,9;2,7;0,117;35;2;20,4;10,2
06/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;31,5;3,6;0,135;65;2,5;23,4;11,7
07/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;32,4;4,5;0,135;50;3;24,6;12,3
08/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;29,7;2,7;0,108;45;1,5;21,6;10,8
09/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;32,4;5,4;0,144;65;2,5;25,2;12,6
10/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;31,5;4,5;0,135;70;4;24;12
11/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;30,6;3,6;0,126;35;2;22,8;11,4
12/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;33,3;4,5;0,117;45;2,5;25,2;12,6
13/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;34,2;2,7;0,135;55;3;24,6;12,3
14/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;35,1;5,4;0,144;67;1,5;27;13,5
15/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;34,2;4,5;0,135;77;2,5;25,8;12,9
16/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;35,1;5,4;0,126;40;4;27;13,5
17/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;36;6,3;0,144;35;2;28,2;14,1
18/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;36,9;6,3;0,144;36;2,5;28,8;14,4
19/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;35,1;3,6;0,126;42;3;25,8;12,9
20/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;37,8;5,4;0,144;56;1,5;28,8;14,4
21/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;36;4,5;0,135;57;2,5;27;13,5
22/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;36,9;5,4;0,126;35;4;28,2;14,1
23/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;38,7;4,5;0,135;45;2;28,8;14,4
24/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;39,6;5,4;0,144;60;2,5;30;15
25/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;40,5;6,3;0,144;70;3;31,2;15,6
26/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;38,7;5,4;0,126;45;1,5;29,4;14,7
27/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;40,5;6,3;0,135;46;2,5;31,2;15,6
28/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;41,4;6,3;0,144;35;4;31,8;15,9
01/01/2021;Enero;Redes sociales paid;Móvil;18-24;Total;9;1,35;0,045;40;2,5;6,9;3,45
02/01/2021;Enero;Redes sociales;Móvil;18-24;Total;13,5;0,9;0,054;35;3;9,6;4,8
03/01/2021;Enero;Redes sociales;Móvil;18-24;Total;13,5;2,25;0,036;36;1,5;10,5;5,25
04/01/2021;Enero;Redes sociales;Móvil;18-24;Total;16,2;2,7;0,054;42;2,5;12,6;6,3
05/01/2021;Enero;Redes sociales;Móvil;18-24;Total;18;1,35;0,054;56;4;12,9;6,45
06/01/2021;Enero;Redes sociales;Móvil;18-24;Total;18;1,35;0,054;57;2;12,9;6,45
07/01/2021;Enero;Redes sociales;Móvil;18-24;Total;18,9;1,8;0,0495;35;2,5;13,8;6,9
08/01/2021;Enero;Redes sociales;Móvil;18-24;Total;19,8;2,25;0,045;45;3;14,7;7,35
09/01/2021;Enero;Redes sociales;Móvil;18-24;Total;16,2;1,35;0,0405;60;1,5;11,7;5,85
10/01/2021;Enero;Redes sociales;Móvil;18-24;Total;17,1;1,8;0,0495;70;2,5;12,6;6,3
11/01/2021;Enero;Redes sociales;Móvil;18-24;Total;19,8;2,25;0,0405;45;4;14,7;7,35
12/01/2021;Enero;Redes sociales;Móvil;18-24;Total;18;1,35;0,045;46;2;12,9;6,45
13/01/2021;Enero;Redes sociales;Móvil;18-24;Total;18,9;1,8;0,0495;35;2,5;13,8;6,9
14/01/2021;Enero;Redes sociales;Móvil;18-24;Total;21,6;2,25;0,054;65;3;15,9;7,95
15/01/2021;Enero;Redes sociales;Móvil;18-24;Total;22,5;1,8;0,0495;50;1,5;16,2;8,1
16/01/2021;Enero;Redes sociales;Móvil;18-24;Total;21,6;0,9;0,045;45;2,5;15;7,5
17/01/2021;Enero;Redes sociales;Móvil;18-24;Total;19,8;2,25;0,0495;65;4;14,7;7,35
18/01/2021;Enero;Redes sociales;Móvil;18-24;Total;23,4;2,7;0,054;70;2;17,4;8,7
19/01/2021;Enero;Redes sociales;Móvil;18-24;Total;24,3;1,8;0,0585;35;2,5;17,4;8,7
20/01/2021;Enero;Redes sociales;Móvil;18-24;Total;22,5;1,35;0,0495;45;3;15,9;7,95
21/01/2021;Enero;Redes sociales;Móvil;18-24;Total;23,4;2,25;0,0585;55;1,5;17,1;8,55
22/01/2021;Enero;Redes sociales;Móvil;18-24;Total;24,3;2,7;0,063;67;2,5;18;9
23/01/2021;Enero;Redes sociales;Móvil;18-24;Total;21,6;1,8;0,054;77;4;15,6;7,8
24/01/2021;Enero;Redes sociales;Móvil;18-24;Total;20,7;1,35;0,045;40;2;14,7;7,35
25/01/2021;Enero;Redes sociales;Móvil;18-24;Total;25,2;1,8;0,0495;35;2,5;18;9
26/01/2021;Enero;Redes sociales;Móvil;18-24;Total;26,1;2,7;0,0405;36;3;19,2;9,6
27/01/2021;Enero;Redes sociales;Móvil;18-24;Total;27;2,25;0,063;42;1,5;19,5;9,75
28/01/2021;Enero;Redes sociales;Móvil;18-24;Total;27,9;2,7;0,0675;56;2,5;20,4;10,2
29/01/2021;Enero;Redes sociales;Móvil;18-24;Total;26,1;1,8;0,063;57;4;18,6;9,3
30/01/2021;Enero;Redes sociales;Móvil;18-24;Total;25,2;0,9;0,054;35;2;17,4;8,7
31/01/2021;Enero;Redes sociales;Móvil;18-24;Total;26,55;1,8;0,0585;45;2,5;18,9;9,45
01/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;28,8;2,7;0,0675;60;3;21;10,5
02/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;29,7;1,8;0,0585;70;1,5;21;10,5
03/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;27,9;1,8;0,054;45;2,5;19,8;9,9
04/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;28,8;2,25;0,063;46;4;20,7;10,35
05/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;27,9;1,35;0,0585;35;2;19,5;9,75
06/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;31,5;1,8;0,0675;65;2,5;22,2;11,1
07/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;32,4;2,25;0,0675;50;3;23,1;11,55
08/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;29,7;1,35;0,054;45;1,5;20,7;10,35
09/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;32,4;2,7;0,072;65;2,5;23,4;11,7
10/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;31,5;2,25;0,0675;70;4;22,5;11,25
11/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;30,6;1,8;0,063;35;2;21,6;10,8
12/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;33,3;2,25;0,0585;45;2,5;23,7;11,85
13/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;34,2;1,35;0,0675;55;3;23,7;11,85
14/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;35,1;2,7;0,072;67;1,5;25,2;12,6
15/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;34,2;2,25;0,0675;77;2,5;24,3;12,15
16/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;35,1;2,7;0,063;40;4;25,2;12,6
17/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;36;3,15;0,072;35;2;26,1;13,05
18/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;36,9;3,15;0,072;36;2,5;26,7;13,35
19/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;35,1;1,8;0,063;42;3;24,6;12,3
20/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;37,8;2,7;0,072;56;1,5;27;13,5
21/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;36;2,25;0,0675;57;2,5;25,5;12,75
22/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;36,9;2,7;0,063;35;4;26,4;13,2
23/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;38,7;2,25;0,0675;45;2;27,3;13,65
24/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;39,6;2,7;0,072;60;2,5;28,2;14,1
25/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;40,5;3,15;0,072;70;3;29,1;14,55
26/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;38,7;2,7;0,063;45;1,5;27,6;13,8
27/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;40,5;3,15;0,0675;46;2,5;29,1;14,55
28/02/2021;Febrero;Redes sociales;Móvil;18-24;Total;41,4;3,15;0,072;35;4;29,7;14,85
01/01/2021;Enero;Google ads;Móvil;25-35;Total;60;18;0,6;40;2,5;52;26
02/01/2021;Enero;Google ads;Móvil;25-35;Total;90;12;0,72;35;3;68;34
03/01/2021;Enero;Google ads;Móvil;25-35;Total;90;30;0,48;36;1,5;80;40
04/01/2021;Enero;Google ads;Móvil;25-35;Total;108;36;0,72;42;2,5;96;48
05/01/2021;Enero;Google ads;Móvil;25-35;Total;120;18;0,72;56;4;92;46
06/01/2021;Enero;Google ads;Móvil;25-35;Total;120;18;0,72;57;2;92;46
07/01/2021;Enero;Google ads;Móvil;25-35;Total;126;24;0,66;35;2,5;100;50
08/01/2021;Enero;Google ads;Móvil;25-35;Total;132;30;0,6;45;3;108;54
09/01/2021;Enero;Google ads;Móvil;25-35;Total;108;18;0,54;60;1,5;84;42
10/01/2021;Enero;Google ads;Móvil;25-35;Total;114;24;0,66;70;2,5;92;46
11/01/2021;Enero;Google ads;Móvil;25-35;Total;132;30;0,54;45;4;108;54
12/01/2021;Enero;Google ads;Móvil;25-35;Total;120;18;0,6;46;2;92;46
13/01/2021;Enero;Google ads;Móvil;25-35;Total;126;24;0,66;35;2,5;100;50
14/01/2021;Enero;Google ads;Móvil;25-35;Total;144;30;0,72;65;3;116;58
15/01/2021;Enero;Google ads;Móvil;25-35;Total;150;24;0,66;50;1,5;116;58
16/01/2021;Enero;Google ads;Móvil;25-35;Total;144;12;0,6;45;2,5;104;52
17/01/2021;Enero;Google ads;Móvil;25-35;Total;132;30;0,66;65;4;108;54
18/01/2021;Enero;Google ads;Móvil;25-35;Total;156;36;0,72;70;2;128;64
19/01/2021;Enero;Google ads;Móvil;25-35;Total;162;24;0,78;35;2,5;124;62
20/01/2021;Enero;Google ads;Móvil;25-35;Total;150;18;0,66;45;3;112;56
21/01/2021;Enero;Google ads;Móvil;25-35;Total;156;30;0,78;55;1,5;124;62
22/01/2021;Enero;Google ads;Móvil;25-35;Total;162;36;0,84;67;2,5;132;66
23/01/2021;Enero;Google ads;Móvil;25-35;Total;144;24;0,72;77;4;112;56
24/01/2021;Enero;Google ads;Móvil;25-35;Total;138;18;0,6;40;2;104;52
25/01/2021;Enero;Google ads;Móvil;25-35;Total;168;24;0,66;35;2,5;128;64
26/01/2021;Enero;Google ads;Móvil;25-35;Total;174;36;0,54;36;3;140;70
27/01/2021;Enero;Google ads;Móvil;25-35;Total;180;30;0,84;42;1,5;140;70
28/01/2021;Enero;Google ads;Móvil;25-35;Total;186;36;0,9;56;2,5;148;74
29/01/2021;Enero;Google ads;Móvil;25-35;Total;174;24;0,84;57;4;132;66
30/01/2021;Enero;Google ads;Móvil;25-35;Total;168;12;0,72;35;2;120;60
31/01/2021;Enero;Google ads;Móvil;25-35;Total;177;24;0,78;45;2,5;134;67
01/02/2021;Febrero;Google ads;Móvil;25-35;Total;192;36;0,9;60;3;152;76
02/02/2021;Febrero;Google ads;Móvil;25-35;Total;198;24;0,78;70;1,5;148;74
03/02/2021;Febrero;Google ads;Móvil;25-35;Total;186;24;0,72;45;2,5;140;70
04/02/2021;Febrero;Google ads;Móvil;25-35;Total;192;30;0,84;46;4;148;74
05/02/2021;Febrero;Google ads;Móvil;25-35;Total;186;18;0,78;35;2;136;68
06/02/2021;Febrero;Google ads;Móvil;25-35;Total;210;24;0,9;65;2,5;156;78
07/02/2021;Febrero;Google ads;Móvil;25-35;Total;216;30;0,9;50;3;164;82
08/02/2021;Febrero;Google ads;Móvil;25-35;Total;198;18;0,72;45;1,5;144;72
09/02/2021;Febrero;Google ads;Móvil;25-35;Total;216;36;0,96;65;2,5;168;84
10/02/2021;Febrero;Google ads;Móvil;25-35;Total;210;30;0,9;70;4;160;80
11/02/2021;Febrero;Google ads;Móvil;25-35;Total;204;24;0,84;35;2;152;76
12/02/2021;Febrero;Google ads;Móvil;25-35;Total;222;30;0,78;45;2,5;168;84
13/02/2021;Febrero;Google ads;Móvil;25-35;Total;228;18;0,9;55;3;164;82
14/02/2021;Febrero;Google ads;Móvil;25-35;Total;234;36;0,96;67;1,5;180;90
15/02/2021;Febrero;Google ads;Móvil;25-35;Total;228;30;0,9;77;2,5;172;86
16/02/2021;Febrero;Google ads;Móvil;25-35;Total;234;36;0,84;40;4;180;90
17/02/2021;Febrero;Google ads;Móvil;25-35;Total;240;42;0,96;35;2;188;94
18/02/2021;Febrero;Google ads;Móvil;25-35;Total;246;42;0,96;36;2,5;192;96
19/02/2021;Febrero;Google ads;Móvil;25-35;Total;234;24;0,84;42;3;172;86
20/02/2021;Febrero;Google ads;Móvil;25-35;Total;252;36;0,96;56;1,5;192;96
21/02/2021;Febrero;Google ads;Móvil;25-35;Total;240;30;0,9;57;2,5;180;90
22/02/2021;Febrero;Google ads;Móvil;25-35;Total;246;36;0,84;35;4;188;94
23/02/2021;Febrero;Google ads;Móvil;25-35;Total;258;30;0,9;45;2;192;96
24/02/2021;Febrero;Google ads;Móvil;25-35;Total;264;36;0,96;60;2,5;200;100
25/02/2021;Febrero;Google ads;Móvil;25-35;Total;270;42;0,96;70;3;208;104
26/02/2021;Febrero;Google ads;Móvil;25-35;Total;258;36;0,84;45;1,5;196;98
27/02/2021;Febrero;Google ads;Móvil;25-35;Total;270;42;0,9;46;2,5;208;104
28/02/2021;Febrero;Google ads;Móvil;25-35;Total;276;42;0,96;35;4;212;106
01/01/2021;Enero;SEO;Móvil;25-35;Total;36;10,8;0,36;40;2,5;31,2;15,6
02/01/2021;Enero;SEO;Móvil;25-35;Total;54;7,2;0,432;35;3;40,8;20,4
03/01/2021;Enero;SEO;Móvil;25-35;Total;54;18;0,288;36;1,5;48;24
04/01/2021;Enero;SEO;Móvil;25-35;Total;64,8;21,6;0,432;42;2,5;57,6;28,8
05/01/2021;Enero;SEO;Móvil;25-35;Total;72;10,8;0,432;56;4;55,2;27,6
06/01/2021;Enero;SEO;Móvil;25-35;Total;72;10,8;0,432;57;2;55,2;27,6
07/01/2021;Enero;SEO;Móvil;25-35;Total;75,6;14,4;0,396;35;2,5;60;30
08/01/2021;Enero;SEO;Móvil;25-35;Total;79,2;18;0,36;45;3;64,8;32,4
09/01/2021;Enero;SEO;Móvil;25-35;Total;64,8;10,8;0,324;60;1,5;50,4;25,2
10/01/2021;Enero;SEO;Móvil;25-35;Total;68,4;14,4;0,396;70;2,5;55,2;27,6
11/01/2021;Enero;SEO;Móvil;25-35;Total;79,2;18;0,324;45;4;64,8;32,4
12/01/2021;Enero;SEO;Móvil;25-35;Total;72;10,8;0,36;46;2;55,2;27,6
13/01/2021;Enero;SEO;Móvil;25-35;Total;75,6;14,4;0,396;35;2,5;60;30
14/01/2021;Enero;SEO;Móvil;25-35;Total;86,4;18;0,432;65;3;69,6;34,8
15/01/2021;Enero;SEO;Móvil;25-35;Total;90;14,4;0,396;50;1,5;69,6;34,8
16/01/2021;Enero;SEO;Móvil;25-35;Total;86,4;7,2;0,36;45;2,5;62,4;31,2
17/01/2021;Enero;SEO;Móvil;25-35;Total;79,2;18;0,396;65;4;64,8;32,4
18/01/2021;Enero;SEO;Móvil;25-35;Total;93,6;21,6;0,432;70;2;76,8;38,4
19/01/2021;Enero;SEO;Móvil;25-35;Total;97,2;14,4;0,468;35;2,5;74,4;37,2
20/01/2021;Enero;SEO;Móvil;25-35;Total;90;10,8;0,396;45;3;67,2;33,6
21/01/2021;Enero;SEO;Móvil;25-35;Total;93,6;18;0,468;55;1,5;74,4;37,2
22/01/2021;Enero;SEO;Móvil;25-35;Total;97,2;21,6;0,504;67;2,5;79,2;39,6
23/01/2021;Enero;SEO;Móvil;25-35;Total;86,4;14,4;0,432;77;4;67,2;33,6
24/01/2021;Enero;SEO;Móvil;25-35;Total;82,8;10,8;0,36;40;2;62,4;31,2
25/01/2021;Enero;SEO;Móvil;25-35;Total;100,8;14,4;0,396;35;2,5;76,8;38,4
26/01/2021;Enero;SEO;Móvil;25-35;Total;104,4;21,6;0,324;36;3;84;42
27/01/2021;Enero;SEO;Móvil;25-35;Total;108;18;0,504;42;1,5;84;42
28/01/2021;Enero;SEO;Móvil;25-35;Total;111,6;21,6;0,54;56;2,5;88,8;44,4
29/01/2021;Enero;SEO;Móvil;25-35;Total;104,4;14,4;0,504;57;4;79,2;39,6
30/01/2021;Enero;SEO;Móvil;25-35;Total;100,8;7,2;0,432;35;2;72;36
31/01/2021;Enero;SEO;Móvil;25-35;Total;106,2;14,4;0,468;45;2,5;80,4;40,2
01/02/2021;Febrero;SEO;Móvil;25-35;Total;115,2;21,6;0,54;60;3;91,2;45,6
02/02/2021;Febrero;SEO;Móvil;25-35;Total;118,8;14,4;0,468;70;1,5;88,8;44,4
03/02/2021;Febrero;SEO;Móvil;25-35;Total;111,6;14,4;0,432;45;2,5;84;42
04/02/2021;Febrero;SEO;Móvil;25-35;Total;115,2;18;0,504;46;4;88,8;44,4
05/02/2021;Febrero;SEO;Móvil;25-35;Total;111,6;10,8;0,468;35;2;81,6;40,8
06/02/2021;Febrero;SEO;Móvil;25-35;Total;126;14,4;0,54;65;2,5;93,6;46,8
07/02/2021;Febrero;SEO;Móvil;25-35;Total;129,6;18;0,54;50;3;98,4;49,2
08/02/2021;Febrero;SEO;Móvil;25-35;Total;118,8;10,8;0,432;45;1,5;86,4;43,2
09/02/2021;Febrero;SEO;Móvil;25-35;Total;129,6;21,6;0,576;65;2,5;100,8;50,4
10/02/2021;Febrero;SEO;Móvil;25-35;Total;126;18;0,54;70;4;96;48
11/02/2021;Febrero;SEO;Móvil;25-35;Total;122,4;14,4;0,504;35;2;91,2;45,6
12/02/2021;Febrero;SEO;Móvil;25-35;Total;133,2;18;0,468;45;2,5;100,8;50,4
13/02/2021;Febrero;SEO;Móvil;25-35;Total;136,8;10,8;0,54;55;3;98,4;49,2
14/02/2021;Febrero;SEO;Móvil;25-35;Total;140,4;21,6;0,576;67;1,5;108;54
15/02/2021;Febrero;SEO;Móvil;25-35;Total;136,8;18;0,54;77;2,5;103,2;51,6
16/02/2021;Febrero;SEO;Móvil;25-35;Total;140,4;21,6;0,504;40;4;108;54
17/02/2021;Febrero;SEO;Móvil;25-35;Total;144;25,2;0,576;35;2;112,8;56,4
18/02/2021;Febrero;SEO;Móvil;25-35;Total;147,6;25,2;0,576;36;2,5;115,2;57,6
19/02/2021;Febrero;SEO;Móvil;25-35;Total;140,4;14,4;0,504;42;3;103,2;51,6
20/02/2021;Febrero;SEO;Móvil;25-35;Total;151,2;21,6;0,576;56;1,5;115,2;57,6
21/02/2021;Febrero;SEO;Móvil;25-35;Total;144;18;0,54;57;2,5;108;54
22/02/2021;Febrero;SEO;Móvil;25-35;Total;147,6;21,6;0,504;35;4;112,8;56,4
23/02/2021;Febrero;SEO;Móvil;25-35;Total;154,8;18;0,54;45;2;115,2;57,6
24/02/2021;Febrero;SEO;Móvil;25-35;Total;158,4;21,6;0,576;60;2,5;120;60
25/02/2021;Febrero;SEO;Móvil;25-35;Total;162;25,2;0,576;70;3;124,8;62,4
26/02/2021;Febrero;SEO;Móvil;25-35;Total;154,8;21,6;0,504;45;1,5;117,6;58,8
27/02/2021;Febrero;SEO;Móvil;25-35;Total;162;25,2;0,54;46;2,5;124,8;62,4
28/02/2021;Febrero;SEO;Móvil;25-35;Total;165,6;25,2;0,576;35;4;127,2;63,6
01/01/2021;Enero;Redes sociales;Móvil;25-35;Total;12;3,6;0,12;40;2,5;10,4;5,2
02/01/2021;Enero;Redes sociales;Móvil;25-35;Total;18;2,4;0,144;35;3;13,6;6,8
03/01/2021;Enero;Redes sociales;Móvil;25-35;Total;18;6;0,096;36;1,5;16;8
04/01/2021;Enero;Redes sociales;Móvil;25-35;Total;21,6;7,2;0,144;42;2,5;19,2;9,6
05/01/2021;Enero;Redes sociales;Móvil;25-35;Total;24;3,6;0,144;56;4;18,4;9,2
06/01/2021;Enero;Redes sociales;Móvil;25-35;Total;24;3,6;0,144;57;2;18,4;9,2
07/01/2021;Enero;Redes sociales;Móvil;25-35;Total;25,2;4,8;0,132;35;2,5;20;10
08/01/2021;Enero;Redes sociales;Móvil;25-35;Total;26,4;6;0,12;45;3;21,6;10,8
09/01/2021;Enero;Redes sociales;Móvil;25-35;Total;21,6;3,6;0,108;60;1,5;16,8;8,4
10/01/2021;Enero;Redes sociales;Móvil;25-35;Total;22,8;4,8;0,132;70;2,5;18,4;9,2
11/01/2021;Enero;Redes sociales;Móvil;25-35;Total;26,4;6;0,108;45;4;21,6;10,8
12/01/2021;Enero;Redes sociales;Móvil;25-35;Total;24;3,6;0,12;46;2;18,4;9,2
13/01/2021;Enero;Redes sociales;Móvil;25-35;Total;25,2;4,8;0,132;35;2,5;20;10
14/01/2021;Enero;Redes sociales;Móvil;25-35;Total;28,8;6;0,144;65;3;23,2;11,6
15/01/2021;Enero;Redes sociales;Móvil;25-35;Total;30;4,8;0,132;50;1,5;23,2;11,6
16/01/2021;Enero;Redes sociales;Móvil;25-35;Total;28,8;2,4;0,12;45;2,5;20,8;10,4
17/01/2021;Enero;Redes sociales;Móvil;25-35;Total;26,4;6;0,132;65;4;21,6;10,8
18/01/2021;Enero;Redes sociales;Móvil;25-35;Total;31,2;7,2;0,144;70;2;25,6;12,8
19/01/2021;Enero;Redes sociales;Móvil;25-35;Total;32,4;4,8;0,156;35;2,5;24,8;12,4
20/01/2021;Enero;Redes sociales;Móvil;25-35;Total;30;3,6;0,132;45;3;22,4;11,2
21/01/2021;Enero;Redes sociales;Móvil;25-35;Total;31,2;6;0,156;55;1,5;24,8;12,4
22/01/2021;Enero;Redes sociales;Móvil;25-35;Total;32,4;7,2;0,168;67;2,5;26,4;13,2
23/01/2021;Enero;Redes sociales;Móvil;25-35;Total;28,8;4,8;0,144;77;4;22,4;11,2
24/01/2021;Enero;Redes sociales;Móvil;25-35;Total;27,6;3,6;0,12;40;2;20,8;10,4
25/01/2021;Enero;Redes sociales;Móvil;25-35;Total;33,6;4,8;0,132;35;2,5;25,6;12,8
26/01/2021;Enero;Redes sociales;Móvil;25-35;Total;34,8;7,2;0,108;36;3;28;14
27/01/2021;Enero;Redes sociales;Móvil;25-35;Total;36;6;0,168;42;1,5;28;14
28/01/2021;Enero;Redes sociales;Móvil;25-35;Total;37,2;7,2;0,18;56;2,5;29,6;14,8
29/01/2021;Enero;Redes sociales;Móvil;25-35;Total;34,8;4,8;0,168;57;4;26,4;13,2
30/01/2021;Enero;Redes sociales;Móvil;25-35;Total;33,6;2,4;0,144;35;2;24;12
31/01/2021;Enero;Redes sociales;Móvil;25-35;Total;35,4;4,8;0,156;45;2,5;26,8;13,4
01/02/2021;Febrero;Redes sociales;Móvil;25-35;Total;38,4;7,2;0,18;60;3;30,4;15,2
02/02/2021;Febrero;Redes sociales;Móvil;25-35;Total;39,6;4,8;0,156;70;1,5;29,6;14,8
03/02/2021;Febrero;Redes sociales;Móvil;25-35;Total;37,2;4,8;0,144;45;2,5;28;14
04/02/2021;Febrero;Redes sociales;Móvil;25-35;Total;38,4;6;0,168;46;4;29,6;14,8
05/02/2021;Febrero;Redes sociales;Móvil;25-35;Total;37,2;3,6;0,156;35;2;27,2;13,6
